         10689140 function calls (10600747 primitive calls) in 482.068 seconds

   Ordered by: cumulative time
   List reduced from 6342 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    1.408    1.408  471.661  471.661 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\training\trainer.py:98(train)
      421    2.474    0.006  295.060    0.701 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:172(integrate)
    24460   15.038    0.001  274.740    0.011 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:120(step_euler)
    24460    7.693    0.000  259.667    0.011 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:106(velocity_field)
    24460    8.634    0.000  251.974    0.010 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:80(compute_forces)
      400    0.003    0.000  171.341    0.428 C:\Python312\Lib\site-packages\torch\_tensor.py:592(backward)
      400    0.007    0.000  171.338    0.428 C:\Python312\Lib\site-packages\torch\autograd\__init__.py:243(backward)
      400    0.004    0.000  171.309    0.428 C:\Python312\Lib\site-packages\torch\autograd\graph.py:815(_engine_run_backward)
      400  171.305    0.428  171.305    0.428 {method 'run_backward' of 'torch._C._EngineBase' objects}
       21    0.000    0.000  151.700    7.224 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\model\haml.py:384(forward)
    73380   15.584    0.000  131.249    0.002 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\level_vectorized.py:188(intra_level_force)
   146760   73.717    0.001  113.255    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\level_vectorized.py:114(_flat_force)
    73380    8.616    0.000  111.694    0.002 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\coupling.py:142(total_force)
       11    0.001    0.000   78.103    7.100 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\model\haml.py:402(predict)
       10    0.002    0.000   76.912    7.691 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\training\metrics.py:13(compute_level_accuracy)
    48920   10.685    0.000   61.306    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\coupling.py:56(bottom_up_force)
    97840   48.911    0.000   49.769    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\projection\spaces.py:127(project_up)
    48920   13.368    0.000   39.373    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\coupling.py:87(top_down_force)
    49764   25.438    0.001   25.840    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\projection\spaces.py:107(project_down)
    32/22    0.033    0.001   17.445    0.793 C:\Python312\Lib\site-packages\torch\_ops.py:316(fallthrough)
445540/445523    0.474    0.000   17.360    0.000 C:\Python312\Lib\site-packages\torch\_tensor.py:33(wrapped)
   445507   16.761    0.000   16.761    0.000 {method 'pow' of 'torch._C.TensorBase' objects}
