         24357447 function calls (24269054 primitive calls) in 1408.432 seconds

   Ordered by: cumulative time
   List reduced from 6343 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    3.935    3.935 1390.614 1390.614 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\training\trainer.py:98(train)
      421    2.653    0.006  896.154    2.129 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:172(integrate)
    75160   23.686    0.000  803.239    0.011 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:106(velocity_field)
    16900   67.457    0.004  790.071    0.047 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:139(step_rk4)
    75160   26.578    0.000  779.553    0.010 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:80(compute_forces)
      400    0.004    0.000  492.968    1.232 C:\Python312\Lib\site-packages\torch\_tensor.py:592(backward)
      400    0.008    0.000  492.963    1.232 C:\Python312\Lib\site-packages\torch\autograd\__init__.py:243(backward)
      400    0.004    0.000  492.932    1.232 C:\Python312\Lib\site-packages\torch\autograd\graph.py:815(_engine_run_backward)
      400  492.928    1.232  492.928    1.232 {method 'run_backward' of 'torch._C._EngineBase' objects}
       21    0.000    0.000  480.497   22.881 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\model\haml.py:368(forward)
   225480   48.557    0.000  408.293    0.002 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\level_vectorized.py:188(intra_level_force)
   450960  229.878    0.001  352.374    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\level_vectorized.py:114(_flat_force)
   225480   26.215    0.000  343.555    0.002 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\coupling.py:142(total_force)
       11    0.001    0.000  246.859   22.442 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\model\haml.py:386(predict)
       10    0.002    0.000  237.182   23.718 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\training\metrics.py:13(compute_level_accuracy)
   150320   33.007    0.000  188.965    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\coupling.py:56(bottom_up_force)
   300640  151.119    0.001  153.622    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\projection\spaces.py:127(project_up)
   150320   40.988    0.000  121.088    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\coupling.py:87(top_down_force)
     7560    4.608    0.001   85.275    0.011 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:120(step_euler)
   151164   77.334    0.001   78.489    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\projection\spaces.py:107(project_down)
1358140/1358123    3.118    0.000   51.618    0.000 C:\Python312\Lib\site-packages\torch\_tensor.py:33(wrapped)
  1358107   48.106    0.000   48.106    0.000 {method 'pow' of 'torch._C.TensorBase' objects}
  1354443   40.973    0.000   40.973    0.000 {built-in method torch.sum}
  1662113   27.703    0.000   27.703    0.000 {built-in method torch.exp}
    32/22    0.047    0.001   18.834    0.856 C:\Python312\Lib\site-packages\torch\_ops.py:316(fallthrough)
    24460   10.263    0.000   16.767    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:68(_compute_convergence_fraction)
        1    0.000    0.000    9.220    9.220 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\model\haml.py:439(score)
  1360332    7.331    0.000    7.331    0.000 {method 'unsqueeze' of 'torch._C.TensorBase' objects}
   150344    7.287    0.000    7.287    0.000 {built-in method torch.zeros_like}
    88056    1.010    0.000    6.336    0.000 C:\Python312\Lib\site-packages\torch\functional.py:1698(norm)
    88056    5.243    0.000    5.243    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
   450960    4.916    0.000    4.916    0.000 {built-in method torch.clamp}
     1263    1.597    0.001    4.856    0.004 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\level_vectorized.py:216(predict_class_scores)
1204/1203    0.002    0.000    4.728    0.004 C:\Users\fredm\AppData\Roaming\Python\Python312\site-packages\sklearn\utils\_param_validation.py:185(wrapper)
        1    0.085    0.085    4.092    4.092 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\experiments\profile_training_runtime.py:46(load_fashion_mnist_subset)
        1    0.000    0.000    3.916    3.916 C:\Users\fredm\AppData\Roaming\Python\Python312\site-packages\sklearn\datasets\_openml.py:754(fetch_openml)
        5    0.000    0.000    3.915    0.783 C:\Users\fredm\AppData\Roaming\Python\Python312\site-packages\sklearn\datasets\_openml.py:62(wrapper)
        1    0.000    0.000    3.912    3.912 C:\Users\fredm\AppData\Roaming\Python\Python312\site-packages\sklearn\datasets\_openml.py:572(_download_data_to_bunch)
        1    0.014    0.014    3.912    3.912 C:\Users\fredm\AppData\Roaming\Python\Python312\site-packages\sklearn\datasets\_openml.py:436(_load_arff_response)
  4231347    3.429    0.000    3.429    0.000 C:\Python312\Lib\site-packages\torch\nn\modules\module.py:1927(__getattr__)


