         4584976 function calls (4553953 primitive calls) in 28.103 seconds

   Ordered by: internal time
   List reduced from 5829 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       80   12.796    0.160   12.796    0.160 {method 'run_backward' of 'torch._C._EngineBase' objects}
    61440    4.937    0.000    8.472    0.000 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\level_vectorized.py:114(_flat_force)
   184587    1.793    0.000    1.793    0.000 {built-in method torch.sum}
   227009    0.842    0.000    0.842    0.000 {built-in method torch.exp}
        1    0.551    0.551   25.244   25.244 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\training\trainer.py:98(train)
   185323    0.518    0.000    0.518    0.000 {method 'pow' of 'torch._C.TensorBase' objects}
    30720    0.483    0.000    9.360    0.000 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\level_vectorized.py:188(intra_level_force)
     1188    0.409    0.000    0.409    0.000 {method 'read' of '_io.BufferedReader' objects}
     2560    0.384    0.000   11.483    0.004 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:139(step_rk4)
   185820    0.367    0.000    0.367    0.000 {method 'unsqueeze' of 'torch._C.TensorBase' objects}
       60    0.353    0.006    0.398    0.007 C:\Users\fredm\AppData\Roaming\Python\Python312\site-packages\sklearn\cluster\_kmeans.py:623(_kmeans_single_lloyd)
    40960    0.279    0.000    0.451    0.000 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\projection\spaces.py:127(project_up)
   577917    0.258    0.000    0.258    0.000 C:\Python312\Lib\site-packages\torch\nn\modules\module.py:1927(__getattr__)
    61440    0.203    0.000    0.203    0.000 {built-in method torch.clamp}
    10240    0.182    0.000   10.933    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:80(compute_forces)
     4518    0.171    0.000    0.171    0.000 {built-in method nt._getfinalpathname}
    10240    0.165    0.000   11.098    0.001 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:106(velocity_field)
    20480    0.151    0.000    0.638    0.000 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\coupling.py:56(bottom_up_force)
    20480    0.139    0.000    0.419    0.000 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\coupling.py:87(top_down_force)
    61440    0.138    0.000    0.138    0.000 {method 't' of 'torch._C.TensorBase' objects}
    30720    0.136    0.000    1.253    0.000 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\coupling.py:142(total_force)
    20652    0.119    0.000    0.188    0.000 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\projection\spaces.py:107(project_down)
     1182    0.118    0.000    0.118    0.000 {built-in method marshal.loads}
     2560    0.104    0.000    0.287    0.000 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:68(_compute_convergence_fraction)
185356/185339    0.096    0.000    0.644    0.000 C:\Python312\Lib\site-packages\torch\_tensor.py:33(wrapped)
   2404/0    0.084    0.000    0.000          {built-in method builtins.exec}
     2060    0.078    0.000    0.084    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
     9216    0.077    0.000    0.077    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
     4427    0.070    0.000    0.070    0.000 {built-in method nt.stat}
       85    0.065    0.001   11.877    0.140 C:\Users\fredm\Desktop\Trajectory_pattern_recognition_system\github_app\haml\dynamics\integrator.py:172(integrate)
    20504    0.060    0.000    0.060    0.000 {built-in method torch.zeros_like}
    61624    0.056    0.000    0.113    0.000 C:\Python312\Lib\site-packages\torch\nn\modules\container.py:615(_get_abs_string_index)
     1182    0.055    0.000    0.055    0.000 {built-in method _io.open_code}
   230892    0.055    0.000    0.073    0.000 {built-in method builtins.getattr}
  258/257    0.053    0.000    0.005    0.000 {method 'read' of '_io.TextIOWrapper' objects}
    61620    0.053    0.000    0.220    0.000 C:\Python312\Lib\site-packages\torch\nn\modules\container.py:632(__getitem__)
223333/222980    0.044    0.000    0.059    0.000 {built-in method builtins.len}
     9216    0.042    0.000    0.124    0.000 C:\Python312\Lib\site-packages\torch\functional.py:1698(norm)
233450/227736    0.036    0.000    0.048    0.000 {built-in method builtins.isinstance}
     7382    0.035    0.000    0.053    0.000 <frozen importlib._bootstrap_external>:96(_path_join)


